scenario,run_id,metric,svc_a,svc_b,same_node,call_edge,partial_corr,abs_partial_corr,n
catalogue_delay,3,cpu,front-end,shipping,False,False,-0.0731,0.0731,720
catalogue_delay,3,cpu,catalogue,user,False,False,-0.137,0.137,720
catalogue_delay,3,cpu,catalogue,carts,True,False,0.4235,0.4235,720
catalogue_delay,3,cpu,catalogue,orders,False,False,0.3646,0.3646,720
catalogue_delay,3,cpu,catalogue,payment,False,False,-0.3762,0.3762,720
catalogue_delay,3,cpu,catalogue,shipping,True,False,0.4354,0.4354,720
catalogue_delay,3,cpu,user,carts,False,False,-0.0815,0.0815,720
catalogue_delay,3,cpu,user,orders,True,True,-0.2027,0.2027,720
catalogue_delay,3,cpu,user,payment,True,False,0.2252,0.2252,720
catalogue_delay,3,cpu,user,shipping,False,False,-0.1788,0.1788,720
catalogue_delay,3,cpu,carts,orders,False,True,0.6906,0.6906,720
catalogue_delay,3,cpu,carts,payment,False,False,-0.3725,0.3725,720
catalogue_delay,3,cpu,carts,shipping,True,False,0.3147,0.3147,720
catalogue_delay,3,cpu,orders,payment,True,True,-0.2982,0.2982,720
catalogue_delay,3,cpu,orders,shipping,False,True,0.4621,0.4621,720
catalogue_delay,3,cpu,payment,shipping,False,False,-0.3138,0.3138,720
catalogue_delay,3,mem,front-end,catalogue,False,True,0.2563,0.2563,720
catalogue_delay,3,mem,front-end,user,False,True,0.7325,0.7325,720
catalogue_delay,3,mem,front-end,carts,False,True,0.6475,0.6475,720
catalogue_delay,3,mem,front-end,orders,False,True,0.8071,0.8071,720
catalogue_delay,3,mem,front-end,payment,False,False,0.1665,0.1665,720
catalogue_delay,3,mem,front-end,shipping,False,False,0.8947,0.8947,720
catalogue_delay,3,mem,catalogue,user,False,False,0.5011,0.5011,720
catalogue_delay,3,mem,catalogue,carts,True,False,0.5513,0.5513,720
catalogue_delay,3,mem,catalogue,orders,False,False,0.1526,0.1526,720
catalogue_delay,3,mem,catalogue,payment,False,False,0.5535,0.5535,720
catalogue_delay,3,mem,catalogue,shipping,True,False,0.2118,0.2118,720
catalogue_delay,3,mem,user,carts,False,False,0.8827,0.8827,720
catalogue_delay,3,mem,user,orders,True,True,0.61,0.61,720
catalogue_delay,3,mem,user,payment,True,False,0.5467,0.5467,720
catalogue_delay,3,mem,user,shipping,False,False,0.6942,0.6942,720
catalogue_delay,3,mem,carts,orders,False,True,0.5901,0.5901,720
catalogue_delay,3,mem,carts,payment,False,False,0.6655,0.6655,720
catalogue_delay,3,mem,carts,shipping,True,False,0.6573,0.6573,720
catalogue_delay,3,mem,orders,payment,True,True,0.0164,0.0164,720
catalogue_delay,3,mem,orders,shipping,False,True,0.9179,0.9179,720
catalogue_delay,3,mem,payment,shipping,False,False,0.1125,0.1125,720
catalogue_disk,1,cpu,front-end,catalogue,False,True,0.3359,0.3359,718
catalogue_disk,1,cpu,front-end,user,False,True,0.1321,0.1321,720
catalogue_disk,1,cpu,front-end,carts,False,True,0.1639,0.1639,720
catalogue_disk,1,cpu,front-end,orders,False,True,0.2388,0.2388,720
catalogue_disk,1,cpu,front-end,payment,True,False,0.2729,0.2729,720
catalogue_disk,1,cpu,front-end,shipping,True,False,0.2484,0.2484,720
catalogue_disk,1,cpu,catalogue,user,False,False,0.375,0.375,718
catalogue_disk,1,cpu,catalogue,carts,False,False,0.3356,0.3356,718
catalogue_disk,1,cpu,catalogue,orders,False,False,0.3419,0.3419,718
catalogue_disk,1,cpu,catalogue,payment,False,False,0.3057,0.3057,718
catalogue_disk,1,cpu,catalogue,shipping,False,False,0.3579,0.3579,718
catalogue_disk,1,cpu,user,carts,True,False,0.36,0.36,720
catalogue_disk,1,cpu,user,orders,True,True,0.7333,0.7333,720
catalogue_disk,1,cpu,user,payment,False,False,0.5274,0.5274,720
catalogue_disk,1,cpu,user,shipping,False,False,0.605,0.605,720
catalogue_disk,1,cpu,carts,orders,True,True,0.3803,0.3803,720
catalogue_disk,1,cpu,carts,payment,False,False,0.2698,0.2698,720
catalogue_disk,1,cpu,carts,shipping,False,False,0.312,0.312,720
catalogue_disk,1,cpu,orders,payment,False,True,0.4944,0.4944,720
catalogue_disk,1,cpu,orders,shipping,False,True,0.6855,0.6855,720
catalogue_disk,1,cpu,payment,shipping,True,False,0.4911,0.4911,720
catalogue_disk,1,mem,front-end,catalogue,False,True,0.8894,0.8894,720
catalogue_disk,1,mem,front-end,user,False,True,-0.418,0.418,720
catalogue_disk,1,mem,front-end,carts,False,True,-0.4555,0.4555,720
catalogue_disk,1,mem,front-end,orders,False,True,-0.2417,0.2417,720
catalogue_disk,1,mem,front-end,payment,True,False,0.2287,0.2287,720
catalogue_disk,1,mem,front-end,shipping,True,False,0.1967,0.1967,720
catalogue_disk,1,mem,catalogue,user,False,False,-0.2213,0.2213,720
catalogue_disk,1,mem,catalogue,carts,False,False,-0.3641,0.3641,720
catalogue_disk,1,mem,catalogue,orders,False,False,-0.1199,0.1199,720
catalogue_disk,1,mem,catalogue,payment,False,False,0.2017,0.2017,720
catalogue_disk,1,mem,catalogue,shipping,False,False,0.2918,0.2918,720
catalogue_disk,1,mem,user,carts,True,False,0.2569,0.2569,720
catalogue_disk,1,mem,user,orders,True,True,-0.169,0.169,720
catalogue_disk,1,mem,user,payment,False,False,0.0195,0.0195,720
catalogue_disk,1,mem,user,shipping,False,False,-0.3496,0.3496,720
catalogue_disk,1,mem,carts,orders,True,True,0.2399,0.2399,720
catalogue_disk,1,mem,carts,payment,False,False,-0.3154,0.3154,720
catalogue_disk,1,mem,carts,shipping,False,False,-0.0104,0.0104,720
catalogue_disk,1,mem,orders,payment,False,True,-0.2468,0.2468,720
catalogue_disk,1,mem,orders,shipping,False,True,-0.0124,0.0124,720
catalogue_disk,1,mem,payment,shipping,True,False,0.1083,0.1083,720
catalogue_disk,2,cpu,front-end,catalogue,False,True,0.1957,0.1957,720
catalogue_disk,2,cpu,front-end,user,False,True,-0.0084,0.0084,719
catalogue_disk,2,cpu,front-end,carts,False,True,0.2527,0.2527,720
catalogue_disk,2,cpu,front-end,orders,False,True,0.2816,0.2816,720
catalogue_disk,2,cpu,front-end,payment,False,False,0.013,0.013,720
catalogue_disk,2,cpu,front-end,shipping,True,False,0.1165,0.1165,720
catalogue_disk,2,cpu,catalogue,user,True,False,-0.0166,0.0166,719
catalogue_disk,2,cpu,catalogue,carts,True,False,0.3673,0.3673,720
catalogue_disk,2,cpu,catalogue,orders,True,False,0.476,0.476,720
catalogue_disk,2,cpu,catalogue,payment,False,False,-0.3608,0.3608,720
catalogue_disk,2,cpu,catalogue,shipping,False,False,0.5278,0.5278,720
catalogue_disk,2,cpu,user,carts,True,False,-0.2146,0.2146,719
catalogue_disk,2,cpu,user,orders,True,True,-0.0499,0.0499,719
catalogue_disk,2,cpu,user,payment,False,False,0.2017,0.2017,719
catalogue_disk,2,cpu,user,shipping,False,False,0.0533,0.0533,719
catalogue_disk,2,cpu,carts,orders,True,True,0.596,0.596,720
catalogue_disk,2,cpu,carts,payment,False,False,-0.0744,0.0744,720
catalogue_disk,2,cpu,carts,shipping,False,False,0.368,0.368,720
catalogue_disk,2,cpu,orders,payment,False,True,-0.1487,0.1487,720
catalogue_disk,2,cpu,orders,shipping,False,True,0.6995,0.6995,720
catalogue_disk,2,cpu,payment,shipping,False,False,-0.1967,0.1967,720
catalogue_disk,2,mem,front-end,catalogue,False,True,0.3105,0.3105,720
catalogue_disk,2,mem,front-end,user,False,True,0.4959,0.4959,720
catalogue_disk,2,mem,front-end,carts,False,True,0.6747,0.6747,720
catalogue_disk,2,mem,front-end,orders,False,True,0.9473,0.9473,720
catalogue_disk,2,mem,front-end,payment,False,False,0.0958,0.0958,720
catalogue_disk,2,mem,front-end,shipping,True,False,0.9686,0.9686,720
catalogue_disk,2,mem,catalogue,user,True,False,0.5423,0.5423,720
catalogue_disk,2,mem,catalogue,carts,True,False,0.4914,0.4914,720
catalogue_disk,2,mem,catalogue,orders,True,False,0.3596,0.3596,720
catalogue_disk,2,mem,catalogue,payment,False,False,0.3694,0.3694,720
catalogue_disk,2,mem,catalogue,shipping,False,False,0.3412,0.3412,720
catalogue_disk,2,mem,user,carts,True,False,0.8489,0.8489,720
catalogue_disk,2,mem,user,orders,True,True,0.5988,0.5988,720
catalogue_disk,2,mem,user,payment,False,False,0.6966,0.6966,720
catalogue_disk,2,mem,user,shipping,False,False,0.548,0.548,720
catalogue_disk,2,mem,carts,orders,True,True,0.7541,0.7541,720
catalogue_disk,2,mem,carts,payment,False,False,0.5419,0.5419,720
catalogue_disk,2,mem,carts,shipping,False,False,0.6995,0.6995,720
catalogue_disk,2,mem,orders,payment,False,True,0.1853,0.1853,720
catalogue_disk,2,mem,orders,shipping,False,True,0.9501,0.9501,720
catalogue_disk,2,mem,payment,shipping,False,False,0.1086,0.1086,720
catalogue_disk,3,cpu,front-end,catalogue,False,True,0.0065,0.0065,720
catalogue_disk,3,cpu,front-end,user,False,True,-0.0425,0.0425,720
catalogue_disk,3,cpu,front-end,carts,False,True,0.083,0.083,720
catalogue_disk,3,cpu,front-end,orders,False,True,0.1061,0.1061,720
catalogue_disk,3,cpu,front-end,payment,False,False,0.0176,0.0176,720
catalogue_disk,3,cpu,front-end,shipping,False,False,0.1246,0.1246,720
catalogue_disk,3,cpu,catalogue,user,False,False,0.0275,0.0275,720
catalogue_disk,3,cpu,catalogue,carts,True,False,-0.0989,0.0989,720
catalogue_disk,3,cpu,catalogue,orders,False,False,-0.0094,0.0094,720
catalogue_disk,3,cpu,catalogue,payment,False,False,-0.1,0.1,720
catalogue_disk,3,cpu,catalogue,shipping,True,False,0.2055,0.2055,720
catalogue_disk,3,cpu,user,carts,False,False,0.0929,0.0929,720
catalogue_disk,3,cpu,user,orders,True,True,0.1382,0.1382,720
catalogue_disk,3,cpu,user,payment,True,False,0.0867,0.0867,720
catalogue_disk,3,cpu,user,shipping,False,False,0.1497,0.1497,720
catalogue_disk,3,cpu,carts,orders,False,True,0.0086,0.0086,720
catalogue_disk,3,cpu,carts,payment,False,False,-0.0966,0.0966,720
catalogue_disk,3,cpu,carts,shipping,True,False,0.4242,0.4242,720
catalogue_disk,3,cpu,orders,payment,True,True,0.2572,0.2572,720
catalogue_disk,3,cpu,orders,shipping,False,True,0.2533,0.2533,720
catalogue_disk,3,cpu,payment,shipping,False,False,0.0607,0.0607,720
catalogue_disk,3,mem,front-end,catalogue,False,True,-0.1066,0.1066,720
catalogue_disk,3,mem,front-end,user,False,True,-0.1179,0.1179,720
catalogue_disk,3,mem,front-end,carts,False,True,-0.1118,0.1118,720
catalogue_disk,3,mem,front-end,orders,False,True,-0.0537,0.0537,720
catalogue_disk,3,mem,front-end,payment,False,False,0.0003,0.0003,720
catalogue_disk,3,mem,front-end,shipping,False,False,-0.0377,0.0377,720
catalogue_disk,3,mem,catalogue,user,False,False,0.8514,0.8514,720
catalogue_disk,3,mem,catalogue,carts,True,False,0.7994,0.7994,720
catalogue_disk,3,mem,catalogue,orders,False,False,0.4367,0.4367,720
catalogue_disk,3,mem,catalogue,payment,False,False,0.4115,0.4115,720
catalogue_disk,3,mem,catalogue,shipping,True,False,0.8773,0.8773,720
catalogue_disk,3,mem,user,carts,False,False,0.7418,0.7418,720
catalogue_disk,3,mem,user,orders,True,True,0.4187,0.4187,720
catalogue_disk,3,mem,user,payment,True,False,0.3051,0.3051,720
catalogue_disk,3,mem,user,shipping,False,False,0.8096,0.8096,720
catalogue_disk,3,mem,carts,orders,False,True,0.3947,0.3947,720
catalogue_disk,3,mem,carts,payment,False,False,0.3738,0.3738,720
catalogue_disk,3,mem,carts,shipping,True,False,0.8146,0.8146,720
catalogue_disk,3,mem,orders,payment,True,True,-0.0308,0.0308,720
catalogue_disk,3,mem,orders,shipping,False,True,0.4782,0.4782,720
catalogue_disk,3,mem,payment,shipping,False,False,0.395,0.395,720
catalogue_loss,1,cpu,front-end,catalogue,False,True,0.1923,0.1923,720
catalogue_loss,1,cpu,front-end,user,False,True,0.1549,0.1549,720
catalogue_loss,1,cpu,front-end,carts,False,True,0.1575,0.1575,720
catalogue_loss,1,cpu,front-end,orders,False,True,0.1071,0.1071,720
catalogue_loss,1,cpu,front-end,payment,True,False,0.0503,0.0503,720
catalogue_loss,1,cpu,front-end,shipping,True,False,0.1633,0.1633,720
catalogue_loss,1,cpu,catalogue,user,False,False,0.0758,0.0758,720
catalogue_loss,1,cpu,catalogue,carts,False,False,0.1424,0.1424,720
catalogue_loss,1,cpu,catalogue,orders,False,False,0.05,0.05,720
catalogue_loss,1,cpu,catalogue,payment,False,False,-0.0172,0.0172,720
catalogue_loss,1,cpu,catalogue,shipping,False,False,0.1174,0.1174,720
catalogue_loss,1,cpu,user,carts,True,False,0.0228,0.0228,720
catalogue_loss,1,cpu,user,orders,True,True,0.1293,0.1293,720
catalogue_loss,1,cpu,user,payment,False,False,-0.0282,0.0282,720
catalogue_loss,1,cpu,user,shipping,False,False,0.0468,0.0468,720
catalogue_loss,1,cpu,carts,orders,True,True,-0.0698,0.0698,720
catalogue_loss,1,cpu,carts,payment,False,False,0.0665,0.0665,720
catalogue_loss,1,cpu,carts,shipping,False,False,0.0171,0.0171,720
catalogue_loss,1,cpu,orders,payment,False,True,-0.0755,0.0755,720
catalogue_loss,1,cpu,orders,shipping,False,True,0.0873,0.0873,720
catalogue_loss,1,cpu,payment,shipping,True,False,0.0128,0.0128,720
catalogue_loss,1,mem,front-end,catalogue,False,True,0.0819,0.0819,720
catalogue_loss,1,mem,front-end,user,False,True,0.0654,0.0654,720
catalogue_loss,1,mem,front-end,carts,False,True,0.0567,0.0567,720
catalogue_loss,1,mem,front-end,orders,False,True,0.0546,0.0546,720
catalogue_loss,1,mem,front-end,payment,True,False,0.0048,0.0048,720
catalogue_loss,1,mem,front-end,shipping,True,False,0.0972,0.0972,720
catalogue_loss,1,mem,catalogue,user,False,False,0.6812,0.6812,720
catalogue_loss,1,mem,catalogue,carts,False,False,-0.3453,0.3453,720
catalogue_loss,1,mem,catalogue,orders,False,False,0.0819,0.0819,720
catalogue_loss,1,mem,catalogue,payment,False,False,-0.141,0.141,720
catalogue_loss,1,mem,catalogue,shipping,False,False,0.6012,0.6012,720
catalogue_loss,1,mem,user,carts,True,False,-0.2332,0.2332,720
catalogue_loss,1,mem,user,orders,True,True,0.0691,0.0691,720
catalogue_loss,1,mem,user,payment,False,False,-0.1979,0.1979,720
catalogue_loss,1,mem,user,shipping,False,False,0.3611,0.3611,720
catalogue_loss,1,mem,carts,orders,True,True,-0.2317,0.2317,720
catalogue_loss,1,mem,carts,payment,False,False,-0.0341,0.0341,720
catalogue_loss,1,mem,carts,shipping,False,False,-0.5436,0.5436,720
catalogue_loss,1,mem,orders,payment,False,True,-0.0577,0.0577,720
catalogue_loss,1,mem,orders,shipping,False,True,0.3758,0.3758,720
catalogue_loss,1,mem,payment,shipping,True,False,-0.0111,0.0111,720
catalogue_loss,2,cpu,front-end,catalogue,False,True,0.1081,0.1081,720
catalogue_loss,2,cpu,front-end,user,False,True,0.2774,0.2774,720
catalogue_loss,2,cpu,front-end,carts,True,True,0.1034,0.1034,720
catalogue_loss,2,cpu,front-end,orders,True,True,0.4325,0.4325,720
catalogue_loss,2,cpu,front-end,payment,False,False,0.0501,0.0501,720
catalogue_loss,2,cpu,front-end,shipping,True,False,0.1335,0.1335,720
catalogue_loss,2,cpu,catalogue,user,False,False,0.1664,0.1664,720
catalogue_loss,2,cpu,catalogue,carts,False,False,-0.0151,0.0151,720
catalogue_loss,2,cpu,catalogue,orders,False,False,0.1042,0.1042,720
catalogue_loss,2,cpu,catalogue,payment,True,False,0.1007,0.1007,720
catalogue_loss,2,cpu,catalogue,shipping,False,False,0.1452,0.1452,720
catalogue_loss,2,cpu,user,carts,False,False,0.0643,0.0643,720
catalogue_loss,2,cpu,user,orders,False,True,0.5834,0.5834,720
catalogue_loss,2,cpu,user,payment,False,False,0.5093,0.5093,720
catalogue_loss,2,cpu,user,shipping,False,False,0.142,0.142,720
catalogue_loss,2,cpu,carts,orders,True,True,0.322,0.322,720
catalogue_loss,2,cpu,carts,payment,False,False,-0.1104,0.1104,720
catalogue_loss,2,cpu,carts,shipping,True,False,-0.051,0.051,720
catalogue_loss,2,cpu,orders,payment,False,True,0.3303,0.3303,720
catalogue_loss,2,cpu,orders,shipping,True,True,0.1031,0.1031,720
catalogue_loss,2,cpu,payment,shipping,False,False,0.0823,0.0823,720
catalogue_loss,2,mem,front-end,catalogue,False,True,0.8265,0.8265,720
catalogue_loss,2,mem,front-end,user,False,True,-0.8007,0.8007,720
catalogue_loss,2,mem,front-end,carts,True,True,-0.398,0.398,720
catalogue_loss,2,mem,front-end,orders,True,True,-0.6545,0.6545,720
catalogue_loss,2,mem,front-end,payment,False,False,-0.6358,0.6358,720
catalogue_loss,2,mem,front-end,shipping,True,False,-0.7062,0.7062,720
catalogue_loss,2,mem,catalogue,user,False,False,-0.6911,0.6911,720
catalogue_loss,2,mem,catalogue,carts,False,False,-0.2965,0.2965,720
catalogue_loss,2,mem,catalogue,orders,False,False,-0.4535,0.4535,720
catalogue_loss,2,mem,catalogue,payment,True,False,-0.5012,0.5012,720
catalogue_loss,2,mem,catalogue,shipping,False,False,-0.5117,0.5117,720
catalogue_loss,2,mem,user,carts,False,False,0.6052,0.6052,720
catalogue_loss,2,mem,user,orders,False,True,0.8387,0.8387,720
catalogue_loss,2,mem,user,payment,False,False,0.8854,0.8854,720
catalogue_loss,2,mem,user,shipping,False,False,0.9073,0.9073,720
catalogue_loss,2,mem,carts,orders,True,True,0.5641,0.5641,720
catalogue_loss,2,mem,carts,payment,False,False,0.7109,0.7109,720
catalogue_loss,2,mem,carts,shipping,True,False,0.6737,0.6737,720
catalogue_loss,2,mem,orders,payment,False,True,0.7132,0.7132,720
catalogue_loss,2,mem,orders,shipping,True,True,0.8055,0.8055,720
catalogue_loss,2,mem,payment,shipping,False,False,0.902,0.902,720
catalogue_loss,3,cpu,front-end,catalogue,False,True,0.1084,0.1084,720
catalogue_loss,3,cpu,front-end,user,False,True,0.128,0.128,720
catalogue_loss,3,cpu,front-end,carts,True,True,0.1332,0.1332,720
catalogue_loss,3,cpu,front-end,orders,True,True,0.2111,0.2111,720
catalogue_loss,3,cpu,front-end,payment,False,False,-0.1123,0.1123,720
catalogue_loss,3,cpu,front-end,shipping,True,False,0.0782,0.0782,720
catalogue_loss,3,cpu,catalogue,user,False,False,-0.2479,0.2479,720
catalogue_loss,3,cpu,catalogue,carts,False,False,0.2139,0.2139,720
catalogue_loss,3,cpu,catalogue,orders,False,False,-0.0938,0.0938,720
catalogue_loss,3,cpu,catalogue,payment,True,False,0.0567,0.0567,720
catalogue_loss,3,cpu,catalogue,shipping,False,False,-0.174,0.174,720
catalogue_loss,3,cpu,user,carts,False,False,0.0764,0.0764,720
catalogue_loss,3,cpu,user,orders,False,True,0.1149,0.1149,720
catalogue_loss,3,cpu,user,payment,False,False,-0.1233,0.1233,720
catalogue_loss,3,cpu,user,shipping,False,False,0.181,0.181,720
catalogue_loss,3,cpu,carts,orders,True,True,-0.0648,0.0648,720
catalogue_loss,3,cpu,carts,payment,False,False,0.1193,0.1193,720
catalogue_loss,3,cpu,carts,shipping,True,False,-0.128,0.128,720
catalogue_loss,3,cpu,orders,payment,False,True,-0.2228,0.2228,720
catalogue_loss,3,cpu,orders,shipping,True,True,0.5123,0.5123,720
catalogue_loss,3,cpu,payment,shipping,False,False,-0.1728,0.1728,720
catalogue_loss,3,mem,front-end,catalogue,False,True,0.1641,0.1641,720
catalogue_loss,3,mem,front-end,user,False,True,0.0943,0.0943,720
catalogue_loss,3,mem,front-end,carts,True,True,-0.1061,0.1061,720
catalogue_loss,3,mem,front-end,orders,True,True,-0.1238,0.1238,720
catalogue_loss,3,mem,front-end,payment,False,False,0.0562,0.0562,720
catalogue_loss,3,mem,front-end,shipping,True,False,-0.0301,0.0301,720
catalogue_loss,3,mem,catalogue,user,False,False,0.7682,0.7682,720
catalogue_loss,3,mem,catalogue,carts,False,False,-0.4593,0.4593,720
catalogue_loss,3,mem,catalogue,orders,False,False,-0.1697,0.1697,720
catalogue_loss,3,mem,catalogue,payment,True,False,0.9133,0.9133,720
catalogue_loss,3,mem,catalogue,shipping,False,False,-0.5515,0.5515,720
catalogue_loss,3,mem,user,carts,False,False,-0.7952,0.7952,720
catalogue_loss,3,mem,user,orders,False,True,-0.3222,0.3222,720
catalogue_loss,3,mem,user,payment,False,False,0.6422,0.6422,720
catalogue_loss,3,mem,user,shipping,False,False,-0.2639,0.2639,720
catalogue_loss,3,mem,carts,orders,True,True,0.5049,0.5049,720
catalogue_loss,3,mem,carts,payment,False,False,-0.3459,0.3459,720
catalogue_loss,3,mem,carts,shipping,True,False,-0.1132,0.1132,720
catalogue_loss,3,mem,orders,payment,False,True,-0.1049,0.1049,720
catalogue_loss,3,mem,orders,shipping,True,True,-0.3126,0.3126,720
catalogue_loss,3,mem,payment,shipping,False,False,-0.4878,0.4878,720
catalogue_mem,1,cpu,front-end,catalogue,True,True,0.0876,0.0876,720
catalogue_mem,1,cpu,front-end,user,False,True,0.182,0.182,720
catalogue_mem,1,cpu,front-end,carts,False,True,-0.0544,0.0544,720
catalogue_mem,1,cpu,front-end,orders,False,True,0.0629,0.0629,720
catalogue_mem,1,cpu,front-end,payment,False,False,-0.0408,0.0408,720
catalogue_mem,1,cpu,front-end,shipping,True,False,0.2287,0.2287,720
catalogue_mem,1,cpu,catalogue,user,False,False,0.1903,0.1903,720
catalogue_mem,1,cpu,catalogue,carts,False,False,0.2989,0.2989,720
catalogue_mem,1,cpu,catalogue,orders,False,False,-0.0165,0.0165,720
catalogue_mem,1,cpu,catalogue,payment,False,False,-0.0423,0.0423,720
catalogue_mem,1,cpu,catalogue,shipping,True,False,-0.0315,0.0315,720
catalogue_mem,1,cpu,user,carts,False,False,0.0957,0.0957,720
catalogue_mem,1,cpu,user,orders,True,True,-0.0105,0.0105,720
catalogue_mem,1,cpu,user,payment,True,False,-0.0428,0.0428,720
catalogue_mem,1,cpu,user,shipping,False,False,0.1227,0.1227,720
catalogue_mem,1,cpu,carts,orders,False,True,-0.0017,0.0017,720
catalogue_mem,1,cpu,carts,payment,False,False,-0.1924,0.1924,720
catalogue_mem,1,cpu,carts,shipping,False,False,-0.0651,0.0651,720
catalogue_mem,1,cpu,orders,payment,True,True,0.0887,0.0887,720
catalogue_mem,1,cpu,orders,shipping,False,True,0.3715,0.3715,720
catalogue_mem,1,cpu,payment,shipping,False,False,-0.1424,0.1424,720
catalogue_mem,1,mem,front-end,catalogue,True,True,-0.1189,0.1189,720
catalogue_mem,1,mem,front-end,user,False,True,-0.1068,0.1068,720
catalogue_mem,1,mem,front-end,carts,False,True,0.1313,0.1313,720
catalogue_mem,1,mem,front-end,orders,False,True,0.053,0.053,720
catalogue_mem,1,mem,front-end,payment,False,False,0.295,0.295,720
catalogue_mem,1,mem,front-end,shipping,True,False,0.1033,0.1033,720
catalogue_mem,1,mem,catalogue,user,False,False,0.5714,0.5714,720
catalogue_mem,1,mem,catalogue,carts,False,False,-0.5978,0.5978,720
catalogue_mem,1,mem,catalogue,orders,False,False,0.2594,0.2594,720
catalogue_mem,1,mem,catalogue,payment,False,False,-0.1859,0.1859,720
catalogue_mem,1,mem,catalogue,shipping,True,False,-0.088,0.088,720
catalogue_mem,1,mem,user,carts,False,False,-0.472,0.472,720
catalogue_mem,1,mem,user,orders,True,True,0.2942,0.2942,720
catalogue_mem,1,mem,user,payment,True,False,-0.1663,0.1663,720
catalogue_mem,1,mem,user,shipping,False,False,-0.1461,0.1461,720
catalogue_mem,1,mem,carts,orders,False,True,-0.0892,0.0892,720
catalogue_mem,1,mem,carts,payment,False,False,0.5396,0.5396,720
catalogue_mem,1,mem,carts,shipping,False,False,0.35,0.35,720
catalogue_mem,1,mem,orders,payment,True,True,0.3957,0.3957,720
catalogue_mem,1,mem,orders,shipping,False,True,0.4258,0.4258,720
catalogue_mem,1,mem,payment,shipping,False,False,0.4327,0.4327,720
catalogue_mem,2,cpu,front-end,catalogue,False,True,0.121,0.121,720
catalogue_mem,2,cpu,front-end,user,False,True,0.089,0.089,720
catalogue_mem,2,cpu,front-end,carts,False,True,0.2077,0.2077,720
catalogue_mem,2,cpu,front-end,orders,False,True,0.0081,0.0081,720
catalogue_mem,2,cpu,front-end,payment,False,False,-0.0285,0.0285,720
catalogue_mem,2,cpu,front-end,shipping,True,False,-0.1464,0.1464,719
catalogue_mem,2,cpu,catalogue,user,True,False,0.0711,0.0711,720
catalogue_mem,2,cpu,catalogue,carts,True,False,0.0567,0.0567,720
catalogue_mem,2,cpu,catalogue,orders,True,False,0.4733,0.4733,720
catalogue_mem,2,cpu,catalogue,payment,False,False,0.1628,0.1628,720
catalogue_mem,2,cpu,catalogue,shipping,False,False,0.1015,0.1015,719
catalogue_mem,2,cpu,user,carts,True,False,0.0401,0.0401,720
catalogue_mem,2,cpu,user,orders,True,True,0.0641,0.0641,720
catalogue_mem,2,cpu,user,payment,False,False,0.222,0.222,720
catalogue_mem,2,cpu,user,shipping,False,False,0.0507,0.0507,719
catalogue_mem,2,cpu,carts,orders,True,True,0.006,0.006,720
catalogue_mem,2,cpu,carts,payment,False,False,-0.1454,0.1454,720
catalogue_mem,2,cpu,carts,shipping,False,False,0.0686,0.0686,719
catalogue_mem,2,cpu,orders,payment,False,True,0.0757,0.0757,720
catalogue_mem,2,cpu,orders,shipping,False,True,0.5627,0.5627,719
catalogue_mem,2,cpu,payment,shipping,False,False,0.0764,0.0764,719
catalogue_mem,2,mem,front-end,catalogue,False,True,-0.1003,0.1003,720
catalogue_mem,2,mem,front-end,user,False,True,0.1215,0.1215,720
catalogue_mem,2,mem,front-end,carts,False,True,0.055,0.055,720
catalogue_mem,2,mem,front-end,orders,False,True,-0.1207,0.1207,720
catalogue_mem,2,mem,front-end,payment,False,False,0.2582,0.2582,720
catalogue_mem,2,mem,front-end,shipping,True,False,-0.1287,0.1287,720
catalogue_mem,2,mem,catalogue,user,True,False,-0.1848,0.1848,720
catalogue_mem,2,mem,catalogue,carts,True,False,-0.0318,0.0318,720
catalogue_mem,2,mem,catalogue,orders,True,False,0.2652,0.2652,720
catalogue_mem,2,mem,catalogue,payment,False,False,-0.4297,0.4297,720
catalogue_mem,2,mem,catalogue,shipping,False,False,0.3028,0.3028,720
catalogue_mem,2,mem,user,carts,True,False,0.2089,0.2089,720
catalogue_mem,2,mem,user,orders,True,True,-0.6804,0.6804,720
catalogue_mem,2,mem,user,payment,False,False,0.6616,0.6616,720
catalogue_mem,2,mem,user,shipping,False,False,-0.797,0.797,720
catalogue_mem,2,mem,carts,orders,True,True,-0.1686,0.1686,720
catalogue_mem,2,mem,carts,payment,False,False,0.2236,0.2236,720
catalogue_mem,2,mem,carts,shipping,False,False,-0.2801,0.2801,720
catalogue_mem,2,mem,orders,payment,False,True,-0.7396,0.7396,720
catalogue_mem,2,mem,orders,shipping,False,True,0.8195,0.8195,720
catalogue_mem,2,mem,payment,shipping,False,False,-0.779,0.779,720
catalogue_mem,3,cpu,front-end,catalogue,False,True,-0.1277,0.1277,720
catalogue_mem,3,cpu,front-end,user,False,True,0.2268,0.2268,720
catalogue_mem,3,cpu,front-end,carts,False,True,0.1229,0.1229,720
catalogue_mem,3,cpu,front-end,orders,False,True,-0.1646,0.1646,720
catalogue_mem,3,cpu,front-end,payment,False,False,0.2151,0.2151,720
catalogue_mem,3,cpu,front-end,shipping,True,False,-0.1197,0.1197,720
catalogue_mem,3,cpu,catalogue,user,True,False,0.0167,0.0167,720
catalogue_mem,3,cpu,catalogue,carts,True,False,-0.0764,0.0764,720
catalogue_mem,3,cpu,catalogue,orders,True,False,-0.071,0.071,720
